,textID,tweet_text
40,1576058667476324354,RT @Polish_Hussar20: Putin gave his speech annexing Donbas and South-Eastern Ukraine on the same day that Hitler gave a speech annexing the…
41,1576058667551821824,"RT @Pick61989: I have sat in rooms with Putin, he is smart, patient and evil incarnate, today @PierrePoilievre  is his personal property, a…"
42,1576058667325042689,"RT @matatabi_catnip: ドネツク軍が2021年4月8日に投稿した映像。
ドネツクのウクライナ支配地域マリンカに掲げられていた旗。去年だよ？"
43,1576058667878580224,"RT @nexta_tv: Yesterday, the Armed Forces of #Ukraine liberated Drobysheve, #Donetsk region. https://t.co/HbQBatZKoG"
44,1576058667933147136,"RT @Venividivici_80: Very unfortunate that many heros like Givi, Motorola, Zhoga and others could not be there 😢. They gave their lives so…"
45,1576058668134854656,"This is clearly the case and I’ve yet to see too many comments like this. It’s very simple, “I take your land (even though we’re retreating) and you can’t take it back or I’ll nuke you” - ridiculous stance but nothing makes sense when you’re fucking crazy. https://t.co/jpdW1Dvkqz"
46,1576058668214206464,RT @Panchopa1: A este viejo loco le urge una guerra.
47,1576058668281663488,RT @misa_xoxx: @ReutersJapan プーチン大統領演説の日本語訳
48,1576058668541693952,"RT @disclosetv: NOW - People chant ""Russia, Russia, Russia"" after Putin signed documents to annex occupied Ukraine lands. https://t.co/TObk…"
49,1576058668503601152,RT @KyivIndependent: At least 30 people were killed and 88 wounded by a Russian missile strike on a convoy of civilian cars in Zaporizhzhia…
50,1576058669137268737,"@StephenM i know!!! we should have just let Vlad walk in and take over Ukraine like Donny promised Vlad he could....right, Stevie?"
51,1576058669309259776,RT @geoffgarin: ⁦⁦.⁦⁦@CPAC⁩ ❤️s Putin https://t.co/NDkHpfMxFV
52,1576058670710128640,RT @catturd2: I’m so sick of this bullshit.
53,1576058671033090048,"@holmcross @LeviKaique @neymarjr pera ai, esse tweet é pra atacar o Lula ou o Bolsonaro?

Não foi o Bozo que aparelhou PF, IBAMA,PGA e Ministério Publico?

ou ainda que comprou altas mansões pra família com dinheiro publico? 

ou que tem apoio de Ditadores como Putin?"
54,1576058671666434048,RT @TeiichiAoyama: 以下は昨日のプーチン大統領による歴史的大演説の全文日本語訳です。ぜひ、お読みください。青山貞一https://t.co/8VVQvHuJ2T https://t.co/sS5BC9NJHs
55,1576058669950640128,@NATO @jensstoltenberg https://t.co/DIjJNmDSb6
56,1576058672458788864,"RT @samanthamarika1: Yeah folks, we are going to war. This idiot is making sure of that."
57,1576058672769560576,"RT @KonstantinKisin: That's the end of the speech. As I said from day 1, the purpose of what Putin is doing in Ukraine is to throw the West…"
58,1576058672840470528,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
59,1576058672861433856,RT @TheRickWilson: I'm entirely unshocked that @CPAC has gone full Putin.
60,1576058673033793536,@imetatronink Russia would get Molly whooped by nato
61,1576058672962158593,"@IranProtestsCom @AsraNomani The Arab spring resulted in half a million dead people. Maybe this neocon color revolution will break their previous high score, after a disappointing death ratio in Ukraine and Taiwan."
62,1576058673121853441,"@Troysweezey1 @mb59293309 @LogKa11 Right and you are missing the key point... Russia isn't the only country that has 2,000 of them. Russia will be vaporized as well."
63,1576058673247309825,RT @nadienadianadie: Trans woman *audience cheers* in the military *audience booing* commits treason *audience riots of happiness* to help…
64,1576058673394507776,"RT @sahouraxo: ""NATO is not a defense alliance, it's a war machine. Ask the people of Afghanistan, Iraq or Libya."" https://t.co/sk9wMJVzyl"
65,1576058673641594881,@BILD NEIN!! NIEMALS!!! DIE UKRAINE HAT NICHTS IN DER NATO UND AUCH NICHT IN DER EU ZU SUCHEN!!!
66,1576058673809743872,"RT @TheRickWilson: For y'all coming in later, this is the tweet Putin's little minions at @CPAC deleted: https://t.co/lo1YRjA497"
67,1576058673809350656,"@ZelenskyyUa @OlafScholz Explaining #Faith - #Ukraine, #Russia, #Fatima: What Is #Heaven Telling Us?
https://t.co/Pab1h3RgOq
#War_in_Ukraine #Dagestan #Odessa #Kremlin #Oblast
#Aptos #European #Ukraine #UkraineNews #RussianUkrainianWar #Russia #pape #papefrançois #pope #eglisecatholique #rome #vatican"
68,1576058673989681153,"RT @LindseyGrahamSC: The next escalatory move by Putin could be the use of a tactical nuclear weapon.  

We must make clear any use of nucl…"
69,1576058674375974912,"RT @KrasnyySkorpion: 1/5  🇷🇺🏛️♠️
Lo más destacado del discurso del Presidente ruso, Vladímir Putin, durante la ceremonia de la firma de acu…"
70,1576058674854133761,"RT @_LePetitCaporal: Après le discours de Poutine, il faut se rappeler de cette masterclass de notre géopolitologue insoumis le 30 janvier…"
71,1576058674576904192,"TFG can think away classification of documents &amp; it is so.
Putin can declare parts of Ukraine is now Russian &amp; it is so.
I see a pattern of crazy here."
72,1576058674853707778,"RT @AntonioM646: La Guerra no es entre
Ucrania y Rusia;
es entre la OTAN y Rusia

La OTAN se acercó a Rusia
y sus inmensas riquezas
durante…"
73,1576058674958647296,@sahouraxo And thats why every refugee in the world is fleeing to Russia because they represent the moral high ground
74,1576058675067764743,"RT @IAPonomarenko: The Kremlin being the Kremlin.
Yet another heavy military defeat is just underway, but in the halls of the Kremlin and o…"
75,1576058675130925056,RT @RonFilipkowski: I listened to Putin’s translated speech today. It really was stunning how closely it mirrored the daily messaging of MA…
76,1576058675097006081,"RT @JuliaDavisNews: CPAC deleted it, but Twitter remembers.
https://t.co/JM1Aa6Qg1f https://t.co/NGpPhZvW5N"
77,1576058675487465472,"@BorisJohnson Lol the UK talking about colonizing🤣
Donbass belongs only to its ppl. And imperialists had UKR bombed them for 8yrs instead of abiding Minsk, that's you. That this was likely done simply to instigate a proxy war is the height of colonialism."
78,1576058675709759493,"RT @KyivIndependent: ⚡️ Death toll rises to 30 in Russia’s attack on Zaporizhzhia. 

National Police Chief Ihor Klymenko said an 11-year-ol…"
79,1576058675667423233,RT @mehdirhasan: But Israel does still support its own illegal annexation of occupied East Jerusalem (1980) and of the occupied Golan Heigh…
80,1576058675759759360,RT @Isuzu_T: 「はい、ウクライナ東部はロシアね。ゼレンスキーは戦争やめて」というプーチンに対して、「NATO加盟申請したわ」で返すゼレンスキー、完全にこれ https://t.co/DfcRDsneAN
81,1576058676179107840,"RT @JackPosobiec: Straight out of Putin's playbook
It came from a wet market
Straight out of Putin's playbook
It came from a wet market
Str…"
82,1576058676229468162,"RT @Vesuvio_1209: ちょっと待ってくれ。2014年8月からロシア軍がドンバス侵攻してた件は外国情報誌でも報道[2015.3.4付け]されてる。
日本では？調べたんだけど「ウクライナ軍と親ロシア派武装勢力との内戦」と報道

これだから #日本メディア は嫌なんだよ…"
83,1576058676376313857,RT @KyivIndependent: ⚡️ Ukraine’s military destroys Russian equipment in southern Ukraine.
84,1576058676271493120,"RT @NGIndonesia: Hidup sebagai mahasiswa Indonesia di Uni Soviet bukanlah perkara mudah, terutama setelah terjadinya G30S 1965. Simak kisah…"
85,1576058676577566722,"RT @ChuckPfarrer: BREAKING: After Putin's unilateral declaration of the annexation of occupied Ukraine, President Volodymyr Zelensky has an…"
86,1576058676720242688,RT @TimRunsHisMouth: Remember when you can't afford your groceries and gas this week that the Senate is close to passing $12.3 billion more…
87,1576058676783128577,RT @Barbara4NC: Every MAGA person in America rooting for Putin needs to book a one way flight to Russia and never return.
88,1576058676854460417,RT @TheRickWilson: You have got to be kidding me. That's just perfect.
89,1576058677236498432,"RT @RealTimFerguson: BREAKING:  
ICAC, UCAC, WE ALL CACK FOR ICAC

ICAC will hold its meetings behind closed doors. So they won't be able t…"
90,1576058677240692736,"@starkwatzinger Nur interessiert keine Sau und vor allem nicht der Putin was du hier schreibst. Ich gehe davon aus, dass du einfach nur Follower anziehen willst... 🤣🤣🤣🤣"
91,1576058677433634816,@MirlanAtakozu Нам нужно понять что Россия нам уже не друг
92,1576058677454245888,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
93,1576058677869830144,"RT @What46HasDone: President Biden signed 5 bills into law today, including H.R. 6833, “Continuing Appropriations and Ukraine Supplemental…"
94,1576058678326661120,"RT @Burning_Myn: ¡¿¡¿PERO CUÁL PUTO REFERENDU, PEDAZO DE ANIMAL?!?!

Decis en tu bio que sois """"""antiimperialista"""""" pero apoyas a una olig…"
95,1576058679291281408,RT @11demo11: @Angry_Staffer Would Putin have sabotaged the Nordstream pipelines?
96,1576058679706546177,RT @McFaul: Papers signed in the Kremlin don't determine who has sovereignty over Ukrainian lands. Ukrainian soldiers marching on Lyman do.
97,1576058680046653440,RT @RonFilipkowski: I listened to Putin’s translated speech today. It really was stunning how closely it mirrored the daily messaging of MA…
98,1576058679920513026,@mommamia1217 I think that is what Putin is worried about if they enter Russia will do anything thing to get even because they will not let Russia in because of what they have done to the people of Ukraine Putin will use nuclear weapons and kill more people
99,1576058680008548353,"RT @MebrihitTesfay: Over 690 days of systematic &amp; multifaceted war crimes and crimes against humanity on the innocent people #Tigray, by 🇪🇹…"
100,1576058680469991424,RT @UberFacts: Russia and Japan never formally ended World War II
101,1576058680747110400,"RT @kaleab1hagos: Dear @vickyford, 🇪🇹|n gov't promised world a lot of time but made no action on ground because they are buying time to cle…"
102,1576058680776151042,RT @BrhaneGss: “The world is not treating the human race the same way:  Ukraine is very important but even a fraction of that attention is…
103,1576058680956813312,"RT @WIONews: Ukrainian troops have captured two villages that are very close to eastern Russian-occupied stronghold of Lyman, which is near…"
104,1576058680960688128,RT @Wes_Andrews: @WarintheFuture Post-Putin’s speech that aims to ‘justify’ Russia’s unprovoked ‘horror show’—never forget the 1000s in Ukr…
105,1576058681053294592,"RT @ultimenotizie: #Putin: ""ricordo che gli #StatiUniti e i Britannici hanno raso al suolo, senza che ve ne fosse la necessità dal punto di…"
106,1576058681027796992,"Tonight, Trump’s brain decomposed on his whackadoodle social media site, he gave Mitch’s wife a racist nickname, and the conservative talking points went full traitor for Putin. Banner evening!"
107,1576058681485324288,"RT @thetimes: The Star Wars actor Mark Hamill has joined President Zelensky to raise money for drones to fight Russia, which the actor comp…"
108,1576058681917329408,"RT @v_tretyakov: 30 сентября в Кремле Путин сказал всё, что он думает о Западе и об англосаксах. А думает правильно.
Прямо назвал европейск…"
109,1576058682000842752,RT @Isuzu_T: 「はい、ウクライナ東部はロシアね。ゼレンスキーは戦争やめて」というプーチンに対して、「NATO加盟申請したわ」で返すゼレンスキー、完全にこれ https://t.co/DfcRDsneAN
110,1576058682135093248,"RT @JuliaDavisNews: CPAC deleted it, but Twitter remembers.
https://t.co/JM1Aa6Qg1f https://t.co/NGpPhZvW5N"
111,1576058682512924673,RT @afshinrattansi: NEW: At the UN Security Council a resolution to condemn Russia over its referendums in Donetsk &amp; Lugansk to come under…
112,1576058681929924613,I've long said that Putin has weaponized the acceleration of climate change. The Nord Stream pipeline sabotage though technically a Russian project/property was in fact an ecological attack by Putin on the entire world. https://t.co/PqKZMNvBu4
113,1576058683024322560,RT @davidfrum: Put America first by flying the Russian flag atop your pro Putin website
114,1576058683410198528,RT @Cernovich: Dunno how the regime is going to sucker the warrior class into war with Russia. Literally no one thinks Russia blew up its o…
115,1576058683699494913,"RT @SamuelRobertLu1: “WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN ~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! “BY” - The Military Industrial ""INTELLIGE…"
116,1576058683813146624,"RT @Timcast: so let me get this straight

it is the approved narrative that Russia bombed its own pipeline and its a conspiracy that Russia…"
117,1576058683867287552,"RT @Ukraine: Six obvious truths:

1. Luhansk region is Ukraine
2. Donetsk region is Ukraine
3. Zaporizhzhia region is Ukraine
4. Kherson re…"
118,1576058684152885249,RT @RYP__: Sedition Sammy Davis Twin now pimpin for Russia. Nothing to see here
119,1576058684257423362,"@dankoz5 @THFerrell3 @ACTBrigitte My father in law lives in Ukraine, he’s living in Czech now… they hate the corrupt Ukraine government they don’t think he’s great, they hate Russia, but they still say it’s NATO. I knew about the war in Ukraine weeks before you and American media knew or reported"
120,1576058684311973888,"RT @HawariAlimam: كوكب القمر ونجم قلب العقرب في اقتران ظاهري بأقرب نقطة سماوية لهما داخل كوكبة العقرب.
منازل القمر ٣ من شهر ربيع الأول ١٤٤٤…"
121,1576058684391624707,RT @Isuzu_T: 「はい、ウクライナ東部はロシアね。ゼレンスキーは戦争やめて」というプーチンに対して、「NATO加盟申請したわ」で返すゼレンスキー、完全にこれ https://t.co/DfcRDsneAN
122,1576058684907454465,"@RepThomasMassie @SpeakerPelosi So you would be OK with Putin conquering Ukraine and threatening our European allies?

We learned in WWII that you have to stand up to bullies and dictators immediately or else they become more dangerous, not less.

And frankly, we can do both."
123,1576058684978782209,"RT @BoDiplo: 聯合國安理會投票譴責俄羅斯非法侵占烏克蘭領土。印度，巴西，中國棄權，俄羅斯一票否決。
https://t.co/wm8vLvGUgr"
124,1576058685096603649,"RT @aaronjmate: NYT: With a new $12.3 billion OK'd, ""Congress has now committed more military aid to Ukraine than it has to any country in…"
125,1576058685498875904,"ウクライナがNATOに加盟申請を表明　ゼレンスキー氏「決定的な一歩」(毎日新聞)
#Yahooニュース
https://t.co/48o3TlKsfy"
126,1576058685691936769,"RT @KonstantinKisin: The rules-based order the West goes on about is ""nonsense"". Who made these rules? Who agreed to them? Russia is an anc…"
127,1576058685645762560,@BBCWorld Fifa failed when they banned Russia setting bad precedent now everything the want to ban national teams imagine how many teams shall remain of we start banning on issue outside of football?
128,1576058685855367169,RT @Tim1andonly: The Nick Adams!!!  You stupid prick!!!  Trump's method of dealing with Putin will no longer work...you cannot broker peace…
129,1576058686044508160,RT @AdamParkhomenko: More:
130,1576058686115835906,RT @ZaleskiLuke: @DonaldJTrumpJr Your family works harder for Russian than America. Russia First should be your motto. Putin is the only pe…
131,1576058686383890432,"RT @ZMiST_Ua: 💪Ukrainian Special Forces are the best at what they do.
And what they do is not that good for russians. https://t.co/HQs5ryof…"
132,1576058686518493184,RT @g1: Putin anuncia formalmente anexação ilegal de territórios ucranianos e menciona armas nucleares https://t.co/ebVNB8WGQU #g1 https://…
133,1576058686740762624,"RT @olgatokariuk: Putin in his speech made it clear that Russia is at war with the West. Still, some people in the West continue to believe…"
134,1576058687273041920,RT @BarakRavid: BREAKING: Israeli foreign ministry: Israel does not recognize the Russian annexation of four regions in Ukraine. Israel sup…
135,1576058687432511488,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
136,1576058687516741632,"Tausende Menschen versammelten sich am Freitag auf dem Roten Platz in Moskau, um den Sieg von vier ukrainischen Gebieten zu feiern. Der russische Präsident Wladimir Putin besuchte das Konzert und wandte sich an die Menge"
137,1576058688191619073,"RT @meral_aksener: 1️⃣ Donetsk, Lugansk, Kherson ve Zaporozhye referandumları ile uluslararası hukukun temelini oluşturan egemenlik hakkına…"
138,1576058688443650049,"RT @Afroditaa1984: Lo siento, seamos groseras. La OTAN se orinó en la cabeza de Zelensky.

Además, en su discurso bastante confuso, el Sr.…"
139,1576058688338436096,Same https://t.co/LYDpfB2pqJ
140,1576058688686940161,RT @FiorellaIsabelM: Everyone should read Vladimir Putin’s speech to truly understand what this is about. Here is a thread of key parts. I’…
141,1576058688934404096,RT @JoJoFromJerz: I prefer real Presidents who stand up to Vladimir Putin to so-called “presidents” who bend over for him.
142,1576058688984358912,RT @Billbrowder: Russians partying on Red Square to celebrate their fake annexation of Ukrainian territory. It’s all jingoism and rabid nat…
143,1576058688963346432,@gustavoxgomez Eu sou cachorro nato baby atura ou surta
144,1576058688997011456,RT @mmsden: @11demo11 @Angry_Staffer Yes. Fiona Hill tonight on PBS News Hour explained why it was Putin.
145,1576058689186066433,"RT @catturd2: - a Cat 4 hurricane just wiped out half the state of Florida. 

- the Biden regime quickly moves to approve 12.5 billion to h…"
146,1576058689769078784,"#metoo #metooinceste #metooindia 
#USA #INDIA #CHINA #indonesian #Nigeria #Russia #Ukraine #Ethiopia #Egyptian #Bangladeshi #Pakistani #japanese #metooincest 

MUSIC

WHO KNOW THE GROUP ASIA?
STILL IN ACTIVITY, I BELIEVE

Link to me, I think !
https://t.co/R3jfIKd0g3"
147,1576058690456539136,"RT @CesarLanda0: Conforme con la histórica postura del Estado Peruano en materia de Derecho Internacional, Perú no reconoce los referéndums…"
148,1576058690725380096,"RT @RpsAgainstTrump: Today will be a good day to kick out Russia from the UN Security Council.

Retweet if you agree!"
149,1576058690918318080,"RT @KonstantinKisin: I wish every single person in the West would listen to Putin's speech. Obviously, that won't happen so let me summaris…"
150,1576058690947252224,RT @Isuzu_T: 「はい、ウクライナ東部はロシアね。ゼレンスキーは戦争やめて」というプーチンに対して、「NATO加盟申請したわ」で返すゼレンスキー、完全にこれ https://t.co/DfcRDsneAN
151,1576058690477895680,"RT @AnibalGarzon: Europa, EEUU, y la OTAN, que presumen de Democracia no reconocen la anexión de Donetsk, Lugansk, Jersón y Zaporiyia, a Ru…"
152,1576058691035402242,"RT @EmmanuelMacron: I strongly condemn Russia’s illegal annexation of the Ukrainian regions of Donetsk, Luhansk, Zaporizhzhia and Kherson.…"
153,1576058691182526464,https://t.co/tVmak3toTs
154,1576058691517677568,"RT @serezhikzay: Россия настолько большая страна, что теперь внутри неë есть своë море🙂 https://t.co/gjucupda0E"
155,1576058691320938496,"'Biden administration ‘may have blown up’ gas pipelines in Baltic Sea'

#AnneApplebaum
#BidenAdministration 
#FoxNews 
#JoeBiden 
#KarineJeanPierre 
#NordStream 
#NordStream1 
#NordStream2 
#russia
#TuckerCarlson 
#ukraine 
#VictoriaNuland 

https://t.co/QfQQgJTgHK"
156,1576058691631316992,"With friends like these, who needs Putin? https://t.co/Roxk4xY1JN"
157,1576058692310441985,"RT @TheAtlantic: ""Putin has now said that he is at war with everything that the nations of the world—including Russia—have built since the…"
158,1576058692264337408,@MayraFlores2022 It's in America's best interest to stop Russia's invasion and push back against authoritarianism. Which also means voting against people like  you.
159,1576058692318871554,"RT @JuliaDavisNews: CPAC deleted it, but Twitter remembers.
https://t.co/JM1Aa6Qg1f https://t.co/NGpPhZvW5N"
160,1576058692499165184,RT @PamelaHensley22: Zelensky just said he will hold no negotiations with Russia while Putin is President. Of course not. That would mean t…
161,1576058692881252353,RT @RajatSethi86: Diplomatic tight rope! India can’t be seen publicly condoning unilateral coercive referendums for our own crucial domesti…
162,1576058693028032512,"Friedland - ""The Tweaker"" https://t.co/p9k6ckaXtK"
163,1576058693518786561,"RT @TheRickyDavila: CPAC is a terrorist movement and them rooting against Ukraine means they, MAGA lunatics/Republicans, are 100% fascist a…"
164,1576058693900042241,"RT @EmmanuelMacron: I strongly condemn Russia’s illegal annexation of the Ukrainian regions of Donetsk, Luhansk, Zaporizhzhia and Kherson.…"
165,1576058693774233600,@Darmashkian @BellumPaxBR @DrTedros @_hudsonc @EremiasWmikael @CIA @NSAGov @AbbaGaro7 @timnitGebru You do understand Russia will soon going to do a Nuclear strike toe settle this matter once and for all. Eritrea will be laughing non-stop seeing the destruction. US could NOT even destroy Eritrea even if it dropped Nuclear weapons there. They are evil &amp; stupid. @timnitGebru
166,1576058693975625728,"RT @aaronjmate: NYT: With a new $12.3 billion OK'd, ""Congress has now committed more military aid to Ukraine than it has to any country in…"
167,1576058693983969280,@legalshishya @listen2dil Until UKraine is fully Nakepoyeing they will do
168,1576058694080421888,"RT @leslibless: EVERY LAST ONE of you RINO’s will be voted out! Every one that’s not 100% ‘America First,’ all that voted to spend OUR mone…"
169,1576058694466314240,"RT @igorsushko: Russian women protesting Putin's #mobilization in Yakutsk, Siberia (population ~300,000). Men are cheering them from the si…"
170,1576058694642855936,"@francis_scarr Putin knows he’s f*cked beyond f*cked IF he does follow through with his threats to use nukes, as well as the rest of the planet sigh. He put shotgun slugs in both of his feet by deciding to go ahead with his disastrous military adventure in the 1st place."
171,1576058694868967425,wow(☝ ˘ω˘)☝ふぅー！！ https://t.co/WGmsscw3ni
172,1576058695200702464,"RT @AnibalGarzon: Europa, EEUU, y la OTAN, que presumen de Democracia no reconocen la anexión de Donetsk, Lugansk, Jersón y Zaporiyia, a Ru…"
173,1576058695103827969,@SCMPNews https://t.co/QVNdxmcLqG
174,1576058695276179456,RT @WarAgainstPutin: A dog is in shock and crying over the remnants of the house with her owners buried under the rubble. This house was de…
175,1576058695360081924,@JapanMissionUN はまだ？ https://t.co/DCxoHnlDR6
176,1576058695443976192,RT @NoLieWithBTC: Putin is now repeating the exact same anti-LGBT propaganda that Republicans spew.
177,1576058695607164928,RT @ZelenskaUA: Dog named Crimea was found near a funnel remained from house in Dnipro. His owners died here – 2 adults and 2 children. The…
178,1576058696131805184,RT @quantian1: Every Putin speech is him rambling on about shit like “the effete West is trying to ‘cancel’ Russian culture for believing t…
179,1576058696479563781,"RT @jsolomonReports: Watch:  Russia: Putin claims annexation as, 'the will of millions of people' | Just The News

https://t.co/ltaBWU1s6I"
180,1576058696429613056,"@3YearLetterman @ksorbs Ukraine is not NATO, what’s with all the ignorant post?"
181,1576058696836485121,@caitoz I kinda feel like Putin is more credible than Joe when I listen to both of them speak.
182,1576058697482407937,"RT @Navsteva: Putin: ""Everything I am saying is important. And what I just said is no less so: you can't feed anyone with paper – you need…"
183,1576058697570168832,"RT @nikitheblogger: Die Ukraine darf unter keinen Umständen in die Nato aufgenommen werden.
Wenn ihr Aufnahmeantrag angenommen würde, wären…"
184,1576058697607827458,RT @UN_News_Centre: The UN Security Council voted on a draft resolution that condemned the Russian annexation of four occupied regions in #…
185,1576058697981513729,RT @suthichai: ⚡️BREAKING: ยูเครนสมัครเป็นสมาชิก NATO อย่างเป็นทางการหลังปูตินลงนามผนวกดินแดนยูเครน!
186,1576058697855684608,"Uff, sí, súper impresionante... https://t.co/dc8LTgdtuh"
187,1576058698094370816,RT @squatsons: All three drone hit their targets (Ukrainian source) https://t.co/KGAx6uOwwD
188,1576058697968537600,"RT @StankaMijuskov1: @Durden112 @RonFilipkowski Many Russians, forced to enlist, as soon as they arrived in Ukraine asked what is the proce…"
